,ingresos,jefe_hogar,sexo,edad,estado_civil,escolaridad,time_traba,tipo_traba,horas_traba,sub_alimenta,sub_transpor,sub_fami,sub_edu,horastraba
7248,-128,0,1,36,1,13,24,1,20,2,2,2,2,20
7249,96,0,1,36,1,13,31,1,44,2,1,2,2,44
7250,72,0,0,29,1,16,24,1,24,2,1,2,2,24
7251,-128,0,0,29,1,16,24,1,20,2,2,2,2,20
7252,96,0,0,29,1,16,31,1,44,2,1,2,2,44
7253,-128,1,1,60,0,3,1,4,30,0,0,0,0,30
7254,-128,1,0,34,0,16,36,4,50,0,0,0,0,50
7255,-128,1,0,34,0,16,24,4,55,0,0,0,0,55
7256,-128,0,1,37,1,16,36,4,50,0,0,0,0,50
7257,-128,0,1,37,1,16,24,4,55,0,0,0,0,55
7258,-128,0,0,34,1,11,36,4,50,0,0,0,0,50
7259,-128,0,0,34,1,11,24,4,55,0,0,0,0,55
7260,0,1,1,38,1,13,96,4,40,0,0,0,0,40
7261,0,0,0,40,1,16,96,4,40,0,0,0,0,40
7262,0,1,1,37,1,7,36,6,48,0,0,0,0,48
7263,0,0,0,35,1,6,36,6,48,0,0,0,0,48
7264,0,0,1,60,0,6,36,6,48,0,0,0,0,48
7265,-18,1,1,33,1,13,60,1,48,2,1,2,2,48
7266,-18,0,0,19,1,9,60,1,48,2,1,2,2,48
7267,-64,1,0,71,0,3,8,4,40,0,0,0,0,40
7268,0,1,0,71,0,3,104,4,50,0,0,0,0,50
7269,64,1,0,71,0,3,44,4,50,0,0,0,0,50
7270,0,1,0,71,0,3,12,4,35,0,0,0,0,35
7271,-64,0,0,30,0,0,8,4,40,0,0,0,0,40
7272,0,0,0,30,0,0,104,4,50,0,0,0,0,50
7273,64,0,0,30,0,0,44,4,50,0,0,0,0,50
7274,0,0,0,30,0,0,12,4,35,0,0,0,0,35
7275,-64,0,1,51,0,5,8,4,40,0,0,0,0,40
7276,0,0,1,51,0,5,104,4,50,0,0,0,0,50
7277,64,0,1,51,0,5,44,4,50,0,0,0,0,50
7278,0,0,1,51,0,5,12,4,35,0,0,0,0,35
7279,-64,0,1,48,0,6,8,4,40,0,0,0,0,40
7280,0,0,1,48,0,6,104,4,50,0,0,0,0,50
7281,64,0,1,48,0,6,44,4,50,0,0,0,0,50
7282,0,0,1,48,0,6,12,4,35,0,0,0,0,35
7283,-64,0,1,46,0,6,8,4,40,0,0,0,0,40
7284,0,0,1,46,0,6,104,4,50,0,0,0,0,50
7285,64,0,1,46,0,6,44,4,50,0,0,0,0,50
7286,0,0,1,46,0,6,12,4,35,0,0,0,0,35
7287,-64,1,0,31,0,5,8,4,40,0,0,0,0,40
7288,0,1,0,31,0,5,104,4,50,0,0,0,0,50
7289,64,1,0,31,0,5,44,4,50,0,0,0,0,50
7290,0,1,0,31,0,5,12,4,35,0,0,0,0,35
7291,-64,0,0,61,0,11,8,4,40,0,0,0,0,40
7292,0,0,0,61,0,11,104,4,50,0,0,0,0,50
7293,64,0,0,61,0,11,44,4,50,0,0,0,0,50
7294,0,0,0,61,0,11,12,4,35,0,0,0,0,35
7295,0,1,0,63,1,5,3,4,40,0,0,0,0,40
7296,0,0,1,65,1,5,3,4,40,0,0,0,0,40
7297,0,0,0,34,1,11,3,4,40,0,0,0,0,40
7298,0,0,1,33,1,11,3,4,40,0,0,0,0,40
7299,0,1,0,51,0,5,96,4,15,0,0,0,0,15
7300,0,0,1,22,0,11,96,4,15,0,0,0,0,15
7301,0,0,1,20,0,14,96,4,15,0,0,0,0,15
7302,0,0,1,31,0,11,96,4,15,0,0,0,0,15
7303,-18,1,1,52,1,11,6,1,40,2,1,2,2,40
7304,-18,0,0,51,1,8,6,1,40,2,1,2,2,40
7305,-18,0,0,27,0,13,6,1,40,2,1,2,2,40
7306,-18,0,0,26,0,13,6,1,40,2,1,2,2,40
7307,-18,0,1,31,0,6,6,1,40,2,1,2,2,40
7308,0,1,0,49,0,16,32,1,48,2,2,2,2,48
7309,0,0,0,82,0,5,32,1,48,2,2,2,2,48
7310,-32,1,0,42,1,5,36,4,36,0,0,0,0,36
7311,-96,1,0,42,1,5,60,4,48,0,0,0,0,48
7312,-32,0,1,58,1,5,36,4,36,0,0,0,0,36
7313,-96,0,1,58,1,5,60,4,48,0,0,0,0,48
7314,96,1,1,29,1,11,120,4,50,0,0,0,0,50
7315,-128,1,1,29,1,11,3,2,40,2,2,2,2,40
7316,96,0,0,25,1,13,120,4,50,0,0,0,0,50
7317,-128,0,0,25,1,13,3,2,40,2,2,2,2,40
7318,96,1,0,41,1,11,24,4,48,0,0,0,0,48
7319,96,0,1,47,1,11,24,4,48,0,0,0,0,48
7320,96,0,0,21,0,12,24,4,48,0,0,0,0,48
7321,96,0,1,20,0,12,24,4,48,0,0,0,0,48
7322,0,1,1,29,1,11,60,4,15,0,0,0,0,15
7323,0,1,1,29,1,11,12,6,15,0,0,0,0,15
7324,0,0,0,27,1,11,60,4,15,0,0,0,0,15
7325,0,0,0,27,1,11,12,6,15,0,0,0,0,15
7326,0,0,1,50,0,11,60,4,15,0,0,0,0,15
7327,0,0,1,50,0,11,12,6,15,0,0,0,0,15
7328,-18,1,1,26,1,10,60,1,50,2,1,2,2,50
7329,-128,1,1,26,1,10,60,4,40,0,0,0,0,40
7330,-18,0,0,24,1,14,60,1,50,2,1,2,2,50
7331,-128,0,0,24,1,14,60,4,40,0,0,0,0,40
7332,-18,0,1,63,1,12,60,1,50,2,1,2,2,50
7333,-128,0,1,63,1,12,60,4,40,0,0,0,0,40
7334,-18,0,0,51,1,11,60,1,50,2,1,2,2,50
7335,-128,0,0,51,1,11,60,4,40,0,0,0,0,40
7336,-18,0,1,58,1,5,60,1,50,2,1,2,2,50
7337,-128,0,1,58,1,5,60,4,40,0,0,0,0,40
7338,-16,1,1,22,1,5,24,4,50,0,0,0,0,50
7339,-64,1,1,22,1,5,2,4,12,0,0,0,0,12
7340,-128,1,1,22,1,5,24,4,60,0,0,0,0,60
7341,-16,0,0,19,1,11,24,4,50,0,0,0,0,50
7342,-64,0,0,19,1,11,2,4,12,0,0,0,0,12
7343,-128,0,0,19,1,11,24,4,60,0,0,0,0,60
7344,32,1,0,26,1,11,2,4,30,0,0,0,0,30
7345,96,1,0,26,1,11,36,4,50,0,0,0,0,50
7346,0,1,0,26,1,11,48,4,50,0,0,0,0,50
7347,32,0,1,24,1,6,2,4,30,0,0,0,0,30
7348,96,0,1,24,1,6,36,4,50,0,0,0,0,50
7349,0,0,1,24,1,6,48,4,50,0,0,0,0,50
7350,32,0,0,19,0,11,2,4,30,0,0,0,0,30
7351,96,0,0,19,0,11,36,4,50,0,0,0,0,50
7352,0,0,0,19,0,11,48,4,50,0,0,0,0,50
7353,32,0,1,24,0,11,2,4,30,0,0,0,0,30
7354,96,0,1,24,0,11,36,4,50,0,0,0,0,50
7355,0,0,1,24,0,11,48,4,50,0,0,0,0,50
7356,96,1,0,53,0,5,72,4,12,0,0,0,0,12
7357,-32,1,0,53,0,5,12,4,40,0,0,0,0,40
7358,0,1,0,40,1,6,60,6,48,0,0,0,0,48
7359,0,1,0,40,1,6,60,4,48,0,0,0,0,48
7360,0,0,1,33,1,9,60,6,48,0,0,0,0,48
7361,0,0,1,33,1,9,60,4,48,0,0,0,0,48
7362,0,0,0,22,0,7,60,6,48,0,0,0,0,48
7363,0,0,0,22,0,7,60,4,48,0,0,0,0,48
7364,-96,1,0,48,0,2,4,4,20,0,0,0,0,20
7365,-128,1,0,48,0,2,3,1,48,2,1,1,2,48
7366,-96,0,1,23,1,11,4,4,20,0,0,0,0,20
7367,-128,0,1,23,1,11,3,1,48,2,1,1,2,48
7368,0,1,0,55,0,11,30,1,48,2,2,2,2,48
7369,0,1,0,55,0,11,60,1,24,2,2,2,2,24
7370,0,0,1,28,0,17,30,1,48,2,2,2,2,48
7371,0,0,1,28,0,17,60,1,24,2,2,2,2,24
7372,0,0,0,23,0,14,30,1,48,2,2,2,2,48
7373,0,0,0,23,0,14,60,1,24,2,2,2,2,24
7374,-128,1,1,59,0,5,108,4,48,0,0,0,0,48
7375,-128,0,0,20,0,4,108,4,48,0,0,0,0,48
7376,-128,0,1,19,0,11,108,4,48,0,0,0,0,48
7377,0,1,0,29,1,11,84,4,54,0,0,0,0,54
7378,0,0,1,34,1,2,84,4,54,0,0,0,0,54
7379,0,1,1,46,1,4,44,4,60,0,0,0,0,60
7380,-128,1,1,46,1,4,3,4,30,0,0,0,0,30
7381,-64,1,1,46,1,4,60,4,60,0,0,0,0,60
7382,0,0,0,38,1,4,44,4,60,0,0,0,0,60
7383,-128,0,0,38,1,4,3,4,30,0,0,0,0,30
7384,-64,0,0,38,1,4,60,4,60,0,0,0,0,60
7385,0,0,0,71,0,0,44,4,60,0,0,0,0,60
7386,-128,0,0,71,0,0,3,4,30,0,0,0,0,30
7387,-64,0,0,71,0,0,60,4,60,0,0,0,0,60
7388,0,0,1,26,0,6,44,4,60,0,0,0,0,60
7389,-128,0,1,26,0,6,3,4,30,0,0,0,0,30
7390,-64,0,1,26,0,6,60,4,60,0,0,0,0,60
7391,-96,1,0,29,1,11,120,4,50,0,0,0,0,50
7392,64,1,1,23,1,5,1,4,48,0,0,0,0,48
7393,32,1,1,23,1,5,2,3,25,2,1,2,2,25
7394,64,0,0,27,1,16,1,4,48,0,0,0,0,48
7395,32,0,0,27,1,16,2,3,25,2,1,2,2,25
7396,64,1,1,49,1,5,-64,4,60,0,0,0,0,60
7397,96,1,1,49,1,5,72,3,30,2,2,2,2,30
7398,0,1,1,49,1,5,24,6,40,0,0,0,0,40
7399,64,0,0,46,1,8,-64,4,60,0,0,0,0,60
7400,96,0,0,46,1,8,72,3,30,2,2,2,2,30
7401,0,0,0,46,1,8,24,6,40,0,0,0,0,40
7402,64,0,0,19,0,11,-64,4,60,0,0,0,0,60
7403,96,0,0,19,0,11,72,3,30,2,2,2,2,30
7404,0,0,0,19,0,11,24,6,40,0,0,0,0,40
7405,64,0,0,22,0,11,-64,4,60,0,0,0,0,60
7406,96,0,0,22,0,11,72,3,30,2,2,2,2,30
7407,0,0,0,22,0,11,24,6,40,0,0,0,0,40
7408,-48,1,1,47,1,11,54,4,48,0,0,0,0,48
7409,-48,0,0,42,1,7,54,4,48,0,0,0,0,48
7410,80,1,0,65,0,2,-76,4,40,0,0,0,0,40
7411,-18,1,0,65,0,2,48,1,54,2,2,2,2,54
7412,80,0,1,25,0,11,-76,4,40,0,0,0,0,40
7413,-18,0,1,25,0,11,48,1,54,2,2,2,2,54
7414,-128,1,1,69,1,4,6,4,60,0,0,0,0,60
7415,0,1,1,69,1,4,6,6,48,0,0,0,0,48
7416,-128,0,0,43,1,4,6,4,60,0,0,0,0,60
7417,0,0,0,43,1,4,6,6,48,0,0,0,0,48
7418,96,1,1,57,1,2,60,4,50,0,0,0,0,50
7419,-64,1,1,57,1,2,48,4,24,0,0,0,0,24
7420,96,0,0,50,1,4,60,4,50,0,0,0,0,50
7421,-64,0,0,50,1,4,48,4,24,0,0,0,0,24
7422,96,0,1,27,0,15,60,4,50,0,0,0,0,50
7423,-64,0,1,27,0,15,48,4,24,0,0,0,0,24
7424,32,1,1,42,0,2,24,1,60,2,2,2,2,60
7425,32,0,1,38,0,3,24,1,60,2,2,2,2,60
7426,-64,1,1,28,1,8,84,4,48,0,0,0,0,48
7427,80,1,1,28,1,8,24,4,20,0,0,0,0,20
7428,-64,0,0,23,1,8,84,4,48,0,0,0,0,48
7429,80,0,0,23,1,8,24,4,20,0,0,0,0,20
7430,-72,1,0,42,0,8,15,4,48,0,0,0,0,48
7431,72,1,0,42,0,8,120,4,50,0,0,0,0,50
7432,-72,0,1,25,0,5,15,4,48,0,0,0,0,48
7433,72,0,1,25,0,5,120,4,50,0,0,0,0,50
7434,-18,1,0,45,1,11,60,1,54,2,1,2,2,54
7435,-18,0,1,42,1,11,60,1,54,2,1,2,2,54
7436,-18,0,1,23,0,11,60,1,54,2,1,2,2,54
7437,64,1,1,28,1,7,72,4,50,0,0,0,0,50
7438,64,0,0,25,1,10,72,4,50,0,0,0,0,50
7439,-96,1,1,52,0,8,68,4,60,0,0,0,0,60
7440,-64,1,1,52,0,8,1,4,50,0,0,0,0,50
7441,-96,0,1,23,1,5,68,4,60,0,0,0,0,60
7442,-64,0,1,23,1,5,1,4,50,0,0,0,0,50
7443,-96,0,0,21,1,9,68,4,60,0,0,0,0,60
7444,-64,0,0,21,1,9,1,4,50,0,0,0,0,50
7445,-128,1,1,36,1,4,-52,4,50,0,0,0,0,50
7446,-64,1,1,36,1,4,6,4,24,0,0,0,0,24
7447,-128,0,0,42,1,4,-52,4,50,0,0,0,0,50
7448,-64,0,0,42,1,4,6,4,24,0,0,0,0,24
7449,-44,1,0,46,0,11,3,1,48,2,1,2,2,48
7450,0,1,0,46,0,11,8,4,60,0,0,0,0,60
7451,-44,0,1,20,0,9,3,1,48,2,1,2,2,48
7452,0,0,1,20,0,9,8,4,60,0,0,0,0,60
7453,-96,1,1,46,0,5,44,4,56,0,0,0,0,56
7454,0,1,1,65,1,11,106,2,40,2,2,2,2,40
7455,0,0,0,63,1,16,106,2,40,2,2,2,2,40
7456,-128,1,1,68,1,16,-16,4,40,0,0,0,0,40
7457,-128,0,0,63,1,17,-16,4,40,0,0,0,0,40
7458,-128,0,0,61,0,16,-16,4,40,0,0,0,0,40
7459,-128,0,0,57,0,16,-16,4,40,0,0,0,0,40
7460,64,1,1,50,1,14,10,4,24,0,0,0,0,24
7461,-128,1,1,50,1,14,94,4,30,0,0,0,0,30
7462,-18,1,1,50,1,14,11,1,45,2,2,2,2,45
7463,32,1,1,50,1,14,6,4,60,0,0,0,0,60
7464,64,0,0,49,1,8,10,4,24,0,0,0,0,24
7465,-128,0,0,49,1,8,94,4,30,0,0,0,0,30
7466,-18,0,0,49,1,8,11,1,45,2,2,2,2,45
7467,32,0,0,49,1,8,6,4,60,0,0,0,0,60
7468,64,0,1,28,0,13,10,4,24,0,0,0,0,24
7469,-128,0,1,28,0,13,94,4,30,0,0,0,0,30
7470,-18,0,1,28,0,13,11,1,45,2,2,2,2,45
7471,32,0,1,28,0,13,6,4,60,0,0,0,0,60
7472,64,0,1,25,0,11,10,4,24,0,0,0,0,24
7473,-128,0,1,25,0,11,94,4,30,0,0,0,0,30
7474,-18,0,1,25,0,11,11,1,45,2,2,2,2,45
7475,32,0,1,25,0,11,6,4,60,0,0,0,0,60
7476,64,0,0,27,0,11,10,4,24,0,0,0,0,24
7477,-128,0,0,27,0,11,94,4,30,0,0,0,0,30
7478,-18,0,0,27,0,11,11,1,45,2,2,2,2,45
7479,32,0,0,27,0,11,6,4,60,0,0,0,0,60
7480,-32,1,1,42,1,8,36,4,30,0,0,0,0,30
7481,-32,0,0,48,1,5,36,4,30,0,0,0,0,30
7482,-32,0,0,20,0,11,36,4,30,0,0,0,0,30
7483,-32,0,0,83,0,0,36,4,30,0,0,0,0,30
7484,-32,0,1,60,0,9,36,4,30,0,0,0,0,30
7485,32,1,0,75,0,13,18,2,36,2,2,2,2,36
7486,32,0,1,26,0,16,18,2,36,2,2,2,2,36
7487,-32,1,1,47,1,7,48,4,56,0,0,0,0,56
7488,80,1,1,47,1,7,24,4,40,0,0,0,0,40
7489,-32,0,0,45,1,7,48,4,56,0,0,0,0,56
7490,80,0,0,45,1,7,24,4,40,0,0,0,0,40
7491,-28,1,0,45,1,11,96,1,48,2,1,2,2,48
7492,-28,0,1,65,1,3,96,1,48,2,1,2,2,48
7493,64,1,1,49,1,18,48,1,48,2,2,2,2,48
7494,-32,1,1,49,1,18,-40,1,40,2,2,2,2,40
7495,64,0,0,46,1,14,48,1,48,2,2,2,2,48
7496,-32,0,0,46,1,14,-40,1,40,2,2,2,2,40
7497,-18,1,1,44,1,13,24,1,48,2,2,2,2,48
7498,64,1,1,44,1,13,4,1,48,2,2,2,2,48
7499,-18,0,1,31,1,11,24,1,48,2,2,2,2,48
7500,64,0,1,31,1,11,4,1,48,2,2,2,2,48
7501,-64,1,1,41,1,21,-76,1,60,2,2,2,2,60
7502,-64,0,0,40,1,16,-76,1,60,2,2,2,2,60
7503,64,1,0,72,0,0,24,4,48,0,0,0,0,48
7504,-96,1,0,72,0,0,60,4,40,0,0,0,0,40
7505,64,0,1,31,0,13,24,4,48,0,0,0,0,48
7506,-96,0,1,31,0,13,60,4,40,0,0,0,0,40
7507,-64,1,1,36,1,11,108,1,48,2,1,1,2,48
7508,-64,0,0,39,1,11,108,1,48,2,1,1,2,48
7509,64,1,1,21,1,9,36,4,48,0,0,0,0,48
7510,64,0,0,27,1,9,36,4,48,0,0,0,0,48
7511,64,0,0,47,0,6,36,4,48,0,0,0,0,48
7512,64,0,0,29,1,7,36,4,48,0,0,0,0,48
7513,64,0,1,53,0,6,36,4,48,0,0,0,0,48
7514,-128,1,1,44,1,11,-40,1,48,2,1,1,2,48
7515,-128,1,1,44,1,11,18,1,48,2,1,1,2,48
7516,-128,0,0,37,1,13,-40,1,48,2,1,1,2,48
7517,-128,0,0,37,1,13,18,1,48,2,1,1,2,48
7518,-28,1,1,47,1,7,-16,1,48,2,1,1,2,48
7519,-28,0,0,46,1,5,-16,1,48,2,1,1,2,48
7520,-44,1,1,41,1,9,36,1,48,2,1,1,2,48
7521,-44,1,1,41,1,9,3,1,48,2,1,2,2,48
7522,-44,0,0,38,1,13,36,1,48,2,1,1,2,48
7523,-44,0,0,38,1,13,3,1,48,2,1,2,2,48
7524,-44,0,1,34,0,1,36,1,48,2,1,1,2,48
7525,-44,0,1,34,0,1,3,1,48,2,1,2,2,48
7526,0,1,1,37,1,14,96,4,30,0,0,0,0,30
7527,-128,1,1,37,1,14,2,4,48,0,0,0,0,48
7528,0,0,0,35,1,14,96,4,30,0,0,0,0,30
7529,-128,0,0,35,1,14,2,4,48,0,0,0,0,48
7530,-48,1,0,41,0,8,9,4,56,0,0,0,0,56
7531,-96,1,0,41,0,8,4,4,48,0,0,0,0,48
7532,48,1,0,41,0,8,2,4,48,0,0,0,0,48
7533,-48,0,0,20,0,11,9,4,56,0,0,0,0,56
7534,-96,0,0,20,0,11,4,4,48,0,0,0,0,48
7535,48,0,0,20,0,11,2,4,48,0,0,0,0,48
7536,-48,0,0,22,1,11,9,4,56,0,0,0,0,56
7537,-96,0,0,22,1,11,4,4,48,0,0,0,0,48
7538,48,0,0,22,1,11,2,4,48,0,0,0,0,48
7539,-48,0,1,23,1,11,9,4,56,0,0,0,0,56
7540,-96,0,1,23,1,11,4,4,48,0,0,0,0,48
7541,48,0,1,23,1,11,2,4,48,0,0,0,0,48
7542,-48,0,0,42,0,9,9,4,56,0,0,0,0,56
7543,-96,0,0,42,0,9,4,4,48,0,0,0,0,48
7544,48,0,0,42,0,9,2,4,48,0,0,0,0,48
7545,96,1,1,41,1,6,42,4,50,0,0,0,0,50
7546,-32,1,1,41,1,6,18,4,40,0,0,0,0,40
7547,96,0,0,36,1,11,42,4,50,0,0,0,0,50
7548,-32,0,0,36,1,11,18,4,40,0,0,0,0,40
7549,96,1,1,47,1,6,11,4,40,0,0,0,0,40
7550,96,0,0,34,1,14,11,4,40,0,0,0,0,40
7551,-112,1,0,44,0,7,118,3,50,2,1,2,2,50
7552,-112,0,0,21,0,11,118,3,50,2,1,2,2,50
7553,-32,1,0,27,0,11,4,4,24,0,0,0,0,24
7554,-32,1,1,72,1,2,-116,4,50,0,0,0,0,50
7555,-32,0,0,70,1,3,-116,4,50,0,0,0,0,50
7556,0,1,1,23,1,7,5,4,60,0,0,0,0,60
7557,0,0,0,21,1,11,5,4,60,0,0,0,0,60
7558,48,1,0,49,1,3,5,4,15,0,0,0,0,15
7559,-64,1,0,49,1,3,18,4,40,0,0,0,0,40
7560,48,0,0,20,0,8,5,4,15,0,0,0,0,15
7561,-64,0,0,20,0,8,18,4,40,0,0,0,0,40
7562,96,1,1,51,1,5,68,4,50,0,0,0,0,50
7563,0,1,1,51,1,5,48,4,40,0,0,0,0,40
7564,96,0,0,47,1,8,68,4,50,0,0,0,0,50
7565,0,0,0,47,1,8,48,4,40,0,0,0,0,40
7566,96,0,1,22,0,11,68,4,50,0,0,0,0,50
7567,0,0,1,22,0,11,48,4,40,0,0,0,0,40
7568,96,0,1,26,0,11,68,4,50,0,0,0,0,50
7569,0,0,1,26,0,11,48,4,40,0,0,0,0,40
7570,-18,1,1,27,1,13,48,1,48,2,1,2,2,48
7571,-18,0,0,27,1,13,48,1,48,2,1,2,2,48
7572,-18,1,0,53,1,11,64,1,54,2,1,2,2,54
7573,-18,0,1,59,1,8,64,1,54,2,1,2,2,54
7574,-16,1,0,51,0,7,24,4,24,0,0,0,0,24
7575,-16,0,0,28,0,7,24,4,24,0,0,0,0,24
7576,-32,1,1,50,1,11,104,4,30,0,0,0,0,30
7577,-32,0,0,38,1,13,104,4,30,0,0,0,0,30
7578,-128,1,1,25,1,7,24,4,50,0,0,0,0,50
7579,-128,0,0,19,1,9,24,4,50,0,0,0,0,50
7580,64,1,1,35,0,13,15,4,50,0,0,0,0,50
7581,32,1,0,66,0,5,12,4,40,0,0,0,0,40
7582,32,0,1,24,0,7,12,4,40,0,0,0,0,40
7583,64,1,1,23,1,13,2,4,24,0,0,0,0,24
7584,64,0,0,25,1,11,2,4,24,0,0,0,0,24
7585,64,1,1,39,1,5,44,4,60,0,0,0,0,60
7586,64,0,0,26,1,13,44,4,60,0,0,0,0,60
7587,96,1,0,56,0,11,48,3,30,2,2,2,2,30
7588,-96,1,0,56,0,11,36,4,60,0,0,0,0,60
7589,64,1,0,56,0,11,15,4,40,0,0,0,0,40
7590,96,0,1,26,0,13,48,3,30,2,2,2,2,30
7591,-96,0,1,26,0,13,36,4,60,0,0,0,0,60
7592,64,0,1,26,0,13,15,4,40,0,0,0,0,40
7593,96,0,1,25,0,11,48,3,30,2,2,2,2,30
7594,-96,0,1,25,0,11,36,4,60,0,0,0,0,60
7595,64,0,1,25,0,11,15,4,40,0,0,0,0,40
7596,-96,1,1,41,1,8,5,4,40,0,0,0,0,40
7597,-96,0,0,39,1,11,5,4,40,0,0,0,0,40
7598,-32,1,1,49,1,11,44,4,50,0,0,0,0,50
7599,32,1,1,49,1,11,1,4,48,0,0,0,0,48
7600,-32,0,0,53,1,3,44,4,50,0,0,0,0,50
7601,32,0,0,53,1,3,1,4,48,0,0,0,0,48
7602,64,1,1,28,1,11,26,4,50,0,0,0,0,50
7603,-128,1,1,28,1,11,4,4,4,0,0,0,0,4
7604,64,0,0,31,1,17,26,4,50,0,0,0,0,50
7605,-128,0,0,31,1,17,4,4,4,0,0,0,0,4
7606,-64,1,1,36,1,0,-76,4,60,0,0,0,0,60
7607,-64,0,0,35,1,11,-76,4,60,0,0,0,0,60
7608,0,1,0,25,0,13,24,4,40,0,0,0,0,40
7609,-112,1,1,40,1,11,36,4,48,0,0,0,0,48
7610,0,1,1,40,1,11,5,1,48,2,2,2,2,48
7611,-112,0,0,41,1,11,36,4,48,0,0,0,0,48
7612,0,0,0,41,1,11,5,1,48,2,2,2,2,48
7613,-96,1,1,63,1,13,24,4,60,0,0,0,0,60
7614,-96,0,0,52,1,13,24,4,60,0,0,0,0,60
7615,-96,0,1,24,0,13,24,4,60,0,0,0,0,60
7616,-96,1,0,64,0,11,24,4,56,0,0,0,0,56
7617,-96,0,1,55,0,11,24,4,56,0,0,0,0,56
7618,-48,1,0,52,0,11,9,4,20,0,0,0,0,20
7619,-18,1,0,52,0,11,24,1,45,2,1,2,2,45
7620,-48,0,0,25,0,15,9,4,20,0,0,0,0,20
7621,-18,0,0,25,0,15,24,1,45,2,1,2,2,45
7622,-48,0,1,23,0,12,9,4,20,0,0,0,0,20
7623,-18,0,1,23,0,12,24,1,45,2,1,2,2,45
7624,-80,1,0,28,0,10,3,4,48,0,0,0,0,48
7625,-64,1,0,28,0,10,2,4,48,0,0,0,0,48
7626,-80,0,0,30,0,11,3,4,48,0,0,0,0,48
7627,-64,0,0,30,0,11,2,4,48,0,0,0,0,48
7628,-64,1,1,34,0,7,12,4,60,0,0,0,0,60
7629,-128,1,0,49,1,11,104,4,50,0,0,0,0,50
7630,-128,0,1,58,1,3,104,4,50,0,0,0,0,50
7631,64,1,1,75,1,16,72,4,40,0,0,0,0,40
7632,64,0,0,66,1,9,72,4,40,0,0,0,0,40
7633,64,0,1,45,0,16,72,4,40,0,0,0,0,40
7634,64,0,1,25,0,8,72,4,40,0,0,0,0,40
7635,64,0,0,19,0,10,72,4,40,0,0,0,0,40
7636,-96,1,1,42,0,11,32,4,60,0,0,0,0,60
7637,-96,0,0,21,0,11,32,4,60,0,0,0,0,60
7638,0,1,0,74,0,13,-104,2,30,2,2,2,2,30
7639,0,0,0,71,0,11,-104,2,30,2,2,2,2,30
7640,0,0,1,67,1,18,-104,2,30,2,2,2,2,30
7641,-96,1,1,43,1,6,-16,4,40,0,0,0,0,40
7642,-96,0,0,35,1,13,-16,4,40,0,0,0,0,40
7643,0,1,1,48,1,11,104,4,30,0,0,0,0,30
7644,-128,1,1,48,1,11,12,4,32,0,0,0,0,32
7645,64,1,1,48,1,11,5,4,18,0,0,0,0,18
7646,0,0,0,48,1,12,104,4,30,0,0,0,0,30
7647,-128,0,0,48,1,12,12,4,32,0,0,0,0,32
7648,64,0,0,48,1,12,5,4,18,0,0,0,0,18
7649,0,0,0,20,0,11,104,4,30,0,0,0,0,30
7650,-128,0,0,20,0,11,12,4,32,0,0,0,0,32
7651,64,0,0,20,0,11,5,4,18,0,0,0,0,18
7652,0,0,1,25,1,11,104,4,30,0,0,0,0,30
7653,-128,0,1,25,1,11,12,4,32,0,0,0,0,32
7654,64,0,1,25,1,11,5,4,18,0,0,0,0,18
7655,0,0,0,24,1,12,104,4,30,0,0,0,0,30
7656,-128,0,0,24,1,12,12,4,32,0,0,0,0,32
7657,64,0,0,24,1,12,5,4,18,0,0,0,0,18
7658,64,1,1,44,1,14,4,2,40,2,1,2,2,40
7659,-96,1,1,44,1,14,-112,2,40,2,2,1,2,40
7660,64,0,0,43,1,17,4,2,40,2,1,2,2,40
7661,-96,0,0,43,1,17,-112,2,40,2,2,1,2,40
7662,64,0,1,20,0,13,4,2,40,2,1,2,2,40
7663,-96,0,1,20,0,13,-112,2,40,2,2,1,2,40
7664,-18,1,1,43,1,16,-16,1,48,2,1,2,2,48
7665,-18,0,0,50,1,14,-16,1,48,2,1,2,2,48
7666,0,1,1,53,1,11,-44,4,60,0,0,0,0,60
7667,-96,1,1,53,1,11,14,4,48,0,0,0,0,48
7668,0,0,0,52,1,16,-44,4,60,0,0,0,0,60
7669,-96,0,0,52,1,16,14,4,48,0,0,0,0,48
7670,0,0,0,24,0,16,-44,4,60,0,0,0,0,60
7671,-96,0,0,24,0,16,14,4,48,0,0,0,0,48
7672,0,0,0,84,0,11,-44,4,60,0,0,0,0,60
7673,-96,0,0,84,0,11,14,4,48,0,0,0,0,48
7674,64,1,0,55,0,16,15,4,20,0,0,0,0,20
7675,64,0,0,21,0,15,15,4,20,0,0,0,0,20
7676,96,1,1,38,1,11,2,4,60,0,0,0,0,60
7677,96,0,0,28,1,7,2,4,60,0,0,0,0,60
7678,96,1,1,23,0,15,24,4,10,0,0,0,0,10
7679,96,0,1,23,0,15,24,4,10,0,0,0,0,10
7680,64,1,1,70,1,5,-112,4,56,0,0,0,0,56
7681,56,1,1,70,1,5,12,1,48,2,1,1,2,48
7682,64,0,0,72,1,11,-112,4,56,0,0,0,0,56
7683,56,0,0,72,1,11,12,1,48,2,1,1,2,48
7684,64,0,0,46,0,16,-112,4,56,0,0,0,0,56
7685,56,0,0,46,0,16,12,1,48,2,1,1,2,48
7686,-18,1,1,53,1,13,104,1,48,2,1,2,2,48
7687,-18,0,0,50,1,14,104,1,48,2,1,2,2,48
