,ingresos,jefe_hogar,sexo,edad,estado_civil,escolaridad,time_traba,tipo_traba,horas_traba,sub_alimenta,sub_transpor,sub_fami,sub_edu,horastraba
40209,-32,0,1,23,0,11,24,1,48,2,1,2,2,48
40210,0,1,0,53,1,7,-106,3,48,2,2,2,2,48
40211,0,1,0,53,1,7,60,4,48,0,0,0,0,48
40212,0,0,1,58,1,2,-106,3,48,2,2,2,2,48
40213,0,0,1,58,1,2,60,4,48,0,0,0,0,48
40214,0,0,1,34,0,5,-106,3,48,2,2,2,2,48
40215,0,0,1,34,0,5,60,4,48,0,0,0,0,48
40216,0,0,1,34,0,11,-106,3,48,2,2,2,2,48
40217,0,0,1,34,0,11,60,4,48,0,0,0,0,48
40218,0,0,0,89,0,0,-106,3,48,2,2,2,2,48
40219,0,0,0,89,0,0,60,4,48,0,0,0,0,48
40220,32,1,1,73,0,5,60,1,48,2,1,2,2,48
40221,0,1,1,73,0,5,4,4,40,0,0,0,0,40
40222,32,0,1,47,0,11,60,1,48,2,1,2,2,48
40223,0,0,1,47,0,11,4,4,40,0,0,0,0,40
40224,32,0,1,40,1,5,60,1,48,2,1,2,2,48
40225,0,0,1,40,1,5,4,4,40,0,0,0,0,40
40226,32,0,0,50,1,11,60,1,48,2,1,2,2,48
40227,0,0,0,50,1,11,4,4,40,0,0,0,0,40
40228,16,1,1,21,0,3,3,1,48,2,2,2,2,48
40229,0,1,1,48,1,11,2,1,48,2,2,2,2,48
40230,0,0,0,49,1,7,2,1,48,2,2,2,2,48
40231,0,0,1,21,0,11,2,1,48,2,2,2,2,48
40232,0,0,0,20,0,10,2,1,48,2,2,2,2,48
40233,64,1,0,59,0,9,120,4,24,0,0,0,0,24
40234,64,1,0,45,1,11,80,4,60,0,0,0,0,60
40235,64,0,1,50,1,11,80,4,60,0,0,0,0,60
40236,-80,1,0,33,1,18,-88,2,40,2,2,2,2,40
40237,64,1,0,33,1,18,72,5,56,0,0,0,0,56
40238,-80,0,1,31,1,12,-88,2,40,2,2,2,2,40
40239,64,0,1,31,1,12,72,5,56,0,0,0,0,56
40240,-64,1,0,34,1,5,7,4,21,0,0,0,0,21
40241,-64,1,0,34,1,5,10,1,45,2,2,2,2,45
40242,-128,1,0,58,1,4,60,4,42,0,0,0,0,42
40243,-2,1,0,58,1,4,-16,1,48,2,1,2,2,48
40244,-96,1,0,58,1,4,10,1,60,2,2,2,2,60
40245,-128,0,1,62,1,5,60,4,42,0,0,0,0,42
40246,-2,0,1,62,1,5,-16,1,48,2,1,2,2,48
40247,-96,0,1,62,1,5,10,1,60,2,2,2,2,60
40248,-128,0,1,23,0,11,60,4,42,0,0,0,0,42
40249,-2,0,1,23,0,11,-16,1,48,2,1,2,2,48
40250,-96,0,1,23,0,11,10,1,60,2,2,2,2,60
40251,-128,1,1,28,1,13,48,1,55,2,2,2,2,55
40252,80,1,1,28,1,13,36,1,36,2,2,2,2,36
40253,-128,0,0,25,1,13,48,1,55,2,2,2,2,55
40254,80,0,0,25,1,13,36,1,36,2,2,2,2,36
40255,64,1,1,23,0,10,72,4,30,0,0,0,0,30
40256,64,0,0,20,0,8,72,4,30,0,0,0,0,30
40257,32,1,0,42,0,11,1,1,42,2,2,2,2,42
40258,32,0,1,19,0,10,1,1,42,2,2,2,2,42
40259,-18,1,0,38,0,11,12,1,48,2,1,2,2,48
40260,96,1,0,38,0,11,5,1,54,2,2,2,2,54
40261,-18,0,0,20,0,11,12,1,48,2,1,2,2,48
40262,96,0,0,20,0,11,5,1,54,2,2,2,2,54
40263,32,1,0,39,0,13,24,1,48,2,1,2,2,48
40264,48,1,0,30,1,13,12,4,12,0,0,0,0,12
40265,48,0,1,44,1,11,12,4,12,0,0,0,0,12
40266,48,0,0,58,0,2,12,4,12,0,0,0,0,12
40267,96,1,0,33,0,5,17,1,40,2,2,2,2,40
40268,96,0,1,45,0,9,17,1,40,2,2,2,2,40
40269,-64,1,1,70,1,18,-86,5,30,0,0,0,0,30
40270,-64,0,0,69,1,18,-86,5,30,0,0,0,0,30
40271,-64,0,0,61,0,5,-86,5,30,0,0,0,0,30
40272,-112,1,0,47,0,19,-86,2,40,2,2,2,2,40
40273,-112,0,1,20,0,11,-86,2,40,2,2,2,2,40
40274,48,1,0,64,0,3,120,4,50,0,0,0,0,50
40275,-64,1,0,31,0,6,96,4,25,0,0,0,0,25
40276,-16,1,1,49,1,15,18,4,10,0,0,0,0,10
40277,-16,0,0,49,1,18,18,4,10,0,0,0,0,10
40278,16,1,0,25,0,11,12,1,40,2,1,2,2,40
40279,-128,1,1,32,0,13,-100,1,48,2,2,2,2,48
40280,96,1,1,58,1,19,104,2,40,2,2,2,2,40
40281,0,1,1,58,1,19,44,2,48,2,2,2,2,48
40282,96,0,0,52,1,20,104,2,40,2,2,2,2,40
40283,0,0,0,52,1,20,44,2,48,2,2,2,2,48
40284,96,0,1,20,0,12,104,2,40,2,2,2,2,40
40285,0,0,1,20,0,12,44,2,48,2,2,2,2,48
40286,32,1,0,49,0,19,116,2,40,2,1,2,2,40
40287,32,1,1,26,0,15,4,1,45,2,2,2,2,45
40288,-64,1,1,44,1,19,-96,5,48,0,0,0,0,48
40289,32,1,1,44,1,19,5,4,54,0,0,0,0,54
40290,-64,0,0,34,1,18,-96,5,48,0,0,0,0,48
40291,32,0,0,34,1,18,5,4,54,0,0,0,0,54
40292,64,1,1,43,1,13,-112,1,48,2,1,2,2,48
40293,64,0,0,43,1,16,-112,1,48,2,1,2,2,48
40294,64,0,0,70,0,11,-112,1,48,2,1,2,2,48
40295,96,1,1,53,1,16,-76,2,50,2,2,2,2,50
40296,32,1,1,53,1,16,20,2,50,2,2,2,2,50
40297,96,0,0,45,1,16,-76,2,50,2,2,2,2,50
40298,32,0,0,45,1,16,20,2,50,2,2,2,2,50
40299,96,0,0,21,0,16,-76,2,50,2,2,2,2,50
40300,32,0,0,21,0,16,20,2,50,2,2,2,2,50
40301,-128,1,0,55,0,18,44,2,40,2,2,2,2,40
40302,-96,1,0,39,1,5,-16,1,48,2,2,2,2,48
40303,32,1,0,39,1,5,60,1,30,2,2,2,2,30
40304,96,1,0,39,1,5,12,4,40,0,0,0,0,40
40305,-96,0,1,47,1,8,-16,1,48,2,2,2,2,48
40306,32,0,1,47,1,8,60,1,30,2,2,2,2,30
40307,96,0,1,47,1,8,12,4,40,0,0,0,0,40
40308,-96,0,1,24,0,13,-16,1,48,2,2,2,2,48
40309,32,0,1,24,0,13,60,1,30,2,2,2,2,30
40310,96,0,1,24,0,13,12,4,40,0,0,0,0,40
40311,-96,0,1,21,0,13,-16,1,48,2,2,2,2,48
40312,32,0,1,21,0,13,60,1,30,2,2,2,2,30
40313,96,0,1,21,0,13,12,4,40,0,0,0,0,40
40314,-64,1,1,44,1,7,12,3,40,9,2,2,2,40
40315,-64,0,0,44,1,11,12,3,40,9,2,2,2,40
40316,-64,0,1,23,1,11,12,3,40,9,2,2,2,40
40317,-64,0,0,22,1,11,12,3,40,9,2,2,2,40
40318,0,1,1,49,1,5,60,4,40,0,0,0,0,40
40319,0,0,0,45,1,5,60,4,40,0,0,0,0,40
40320,0,0,1,21,0,11,60,4,40,0,0,0,0,40
40321,80,1,1,28,1,4,0,1,54,2,2,2,2,54
40322,-128,1,0,24,0,16,2,1,48,2,2,2,2,48
40323,-128,1,1,59,0,5,72,1,46,2,2,2,2,46
40324,-128,0,0,28,0,15,72,1,46,2,2,2,2,46
40325,-64,1,1,48,1,16,120,2,50,2,2,2,2,50
40326,64,1,1,48,1,16,72,4,18,0,0,0,0,18
40327,-64,0,0,45,1,14,120,2,50,2,2,2,2,50
40328,64,0,0,45,1,14,72,4,18,0,0,0,0,18
40329,-64,0,0,26,0,12,120,2,50,2,2,2,2,50
40330,64,0,0,26,0,12,72,4,18,0,0,0,0,18
40331,-64,1,1,61,1,11,24,3,40,2,2,2,2,40
40332,48,1,1,61,1,11,-16,4,20,0,0,0,0,20
40333,-64,0,0,63,1,5,24,3,40,2,2,2,2,40
40334,48,0,0,63,1,5,-16,4,20,0,0,0,0,20
40335,-64,0,1,27,0,16,24,3,40,2,2,2,2,40
40336,48,0,1,27,0,16,-16,4,20,0,0,0,0,20
40337,0,1,1,44,1,16,38,4,40,0,0,0,0,40
40338,32,1,1,44,1,16,24,4,28,0,0,0,0,28
40339,0,0,0,45,1,11,38,4,40,0,0,0,0,40
40340,32,0,0,45,1,11,24,4,28,0,0,0,0,28
40341,0,0,0,21,0,13,38,4,40,0,0,0,0,40
40342,32,0,0,21,0,13,24,4,28,0,0,0,0,28
40343,-112,1,0,34,0,11,3,4,28,0,0,0,0,28
40344,-128,1,0,49,1,4,5,4,40,0,0,0,0,40
40345,0,1,0,49,1,4,60,4,40,0,0,0,0,40
40346,-128,0,1,54,1,4,5,4,40,0,0,0,0,40
40347,0,0,1,54,1,4,60,4,40,0,0,0,0,40
40348,96,1,1,42,1,11,-16,1,40,2,2,2,2,40
40349,0,1,1,42,1,11,1,4,28,0,0,0,0,28
40350,96,0,0,54,1,9,-16,1,40,2,2,2,2,40
40351,0,0,0,54,1,9,1,4,28,0,0,0,0,28
40352,96,0,0,20,0,14,-16,1,40,2,2,2,2,40
40353,0,0,0,20,0,14,1,4,28,0,0,0,0,28
40354,64,1,0,65,0,20,-16,2,40,2,2,2,2,40
40355,64,0,0,24,0,11,-16,2,40,2,2,2,2,40
40356,32,1,0,55,0,11,4,4,20,0,0,0,0,20
40357,0,1,0,55,0,11,84,4,51,0,0,0,0,51
40358,32,0,1,36,0,11,4,4,20,0,0,0,0,20
40359,0,0,1,36,0,11,84,4,51,0,0,0,0,51
40360,0,1,0,75,0,4,-4,4,25,0,0,0,0,25
40361,0,0,0,49,0,14,-4,4,25,0,0,0,0,25
40362,32,1,1,27,0,8,2,4,20,0,0,0,0,20
40363,-128,1,0,25,1,11,24,4,35,0,0,0,0,35
40364,-60,1,0,25,1,11,24,1,40,2,2,2,2,40
40365,-128,0,1,33,1,11,24,4,35,0,0,0,0,35
40366,-60,0,1,33,1,11,24,1,40,2,2,2,2,40
40367,-60,1,0,39,0,14,31,1,48,2,2,2,2,48
40368,-60,0,0,20,0,13,31,1,48,2,2,2,2,48
40369,-112,1,0,90,0,0,24,4,48,0,0,0,0,48
40370,0,1,0,90,0,0,6,1,38,2,2,2,2,38
40371,-112,0,0,21,0,13,24,4,48,0,0,0,0,48
40372,0,0,0,21,0,13,6,1,38,2,2,2,2,38
40373,-112,0,0,79,1,0,24,4,48,0,0,0,0,48
40374,0,0,0,79,1,0,6,1,38,2,2,2,2,38
40375,-112,0,0,46,0,11,24,4,48,0,0,0,0,48
40376,0,0,0,46,0,11,6,1,38,2,2,2,2,38
40377,-96,1,0,43,0,5,6,3,40,2,2,2,2,40
40378,-96,0,1,19,0,13,6,3,40,2,2,2,2,40
40379,-64,1,1,65,1,9,12,3,50,2,2,2,2,50
40380,-64,0,0,62,1,8,12,3,50,2,2,2,2,50
40381,-64,0,1,37,0,16,12,3,50,2,2,2,2,50
40382,-64,0,1,32,1,13,12,3,50,2,2,2,2,50
40383,-64,0,0,32,1,7,12,3,50,2,2,2,2,50
40384,-64,0,1,30,1,11,12,3,50,2,2,2,2,50
40385,-64,0,0,29,1,13,12,3,50,2,2,2,2,50
40386,-2,1,0,62,0,11,-70,3,48,2,1,2,2,48
40387,16,1,0,62,0,11,10,1,40,2,2,2,2,40
40388,-2,0,0,55,0,11,-70,3,48,2,1,2,2,48
40389,16,0,0,55,0,11,10,1,40,2,2,2,2,40
40390,-2,0,0,53,0,11,-70,3,48,2,1,2,2,48
40391,16,0,0,53,0,11,10,1,40,2,2,2,2,40
40392,-2,0,0,51,0,11,-70,3,48,2,1,2,2,48
40393,16,0,0,51,0,11,10,1,40,2,2,2,2,40
40394,-96,1,1,60,1,7,12,4,48,0,0,0,0,48
40395,96,1,1,60,1,7,4,4,48,0,0,0,0,48
40396,-96,0,0,61,1,11,12,4,48,0,0,0,0,48
40397,96,0,0,61,1,11,4,4,48,0,0,0,0,48
40398,-96,0,1,36,0,11,12,4,48,0,0,0,0,48
40399,96,0,1,36,0,11,4,4,48,0,0,0,0,48
40400,0,1,1,30,1,11,-72,5,40,0,0,0,0,40
40401,64,1,1,30,1,11,2,1,40,2,2,2,2,40
40402,0,0,0,29,1,16,-72,5,40,0,0,0,0,40
40403,64,0,0,29,1,16,2,1,40,2,2,2,2,40
40404,0,1,1,70,1,18,-5,2,30,2,2,2,2,30
40405,0,0,0,68,1,19,-5,2,30,2,2,2,2,30
40406,0,0,1,39,0,15,-5,2,30,2,2,2,2,30
40407,-18,1,0,83,0,0,72,1,48,2,1,2,2,48
40408,-18,0,0,53,0,11,72,1,48,2,1,2,2,48
40409,-18,0,1,19,0,12,72,1,48,2,1,2,2,48
40410,-18,0,1,23,0,11,72,1,48,2,1,2,2,48
40411,0,1,1,55,1,16,8,5,48,0,0,0,0,48
40412,0,0,0,51,1,13,8,5,48,0,0,0,0,48
40413,0,0,0,76,0,9,8,5,48,0,0,0,0,48
40414,-64,1,1,36,1,13,8,1,48,2,1,2,2,48
40415,-64,0,0,33,1,10,8,1,48,2,1,2,2,48
40416,-32,1,0,46,0,16,38,4,40,0,0,0,0,40
40417,-32,1,0,46,0,16,2,1,25,2,2,2,2,25
40418,-128,1,1,25,0,11,5,4,60,0,0,0,0,60
40419,-32,1,1,25,0,11,3,4,60,0,0,0,0,60
40420,-64,1,1,25,0,11,8,4,50,0,0,0,0,50
40421,-128,0,1,20,0,11,5,4,60,0,0,0,0,60
40422,-32,0,1,20,0,11,3,4,60,0,0,0,0,60
40423,-64,0,1,20,0,11,8,4,50,0,0,0,0,50
40424,-128,0,1,29,0,11,5,4,60,0,0,0,0,60
40425,-32,0,1,29,0,11,3,4,60,0,0,0,0,60
40426,-64,0,1,29,0,11,8,4,50,0,0,0,0,50
40427,0,1,1,41,1,16,15,2,48,2,2,2,2,48
40428,0,0,0,38,1,16,15,2,48,2,2,2,2,48
40429,0,1,0,56,1,16,0,4,60,0,0,0,0,60
40430,-88,1,0,56,1,16,1,4,40,0,0,0,0,40
40431,0,0,1,60,1,13,0,4,60,0,0,0,0,60
40432,-88,0,1,60,1,13,1,4,40,0,0,0,0,40
40433,0,0,1,25,0,16,0,4,60,0,0,0,0,60
40434,-88,0,1,25,0,16,1,4,40,0,0,0,0,40
40435,0,0,1,21,0,14,0,4,60,0,0,0,0,60
40436,-88,0,1,21,0,14,1,4,40,0,0,0,0,40
40437,-64,1,0,80,0,3,12,4,42,0,0,0,0,42
40438,-64,0,1,52,0,5,12,4,42,0,0,0,0,42
40439,-64,0,1,36,0,11,12,4,42,0,0,0,0,42
40440,96,1,0,43,0,16,12,4,40,0,0,0,0,40
40441,96,0,1,19,0,13,12,4,40,0,0,0,0,40
40442,0,1,1,37,1,13,-28,2,48,2,2,2,2,48
40443,0,0,0,35,1,16,-28,2,48,2,2,2,2,48
40444,-96,1,0,63,0,16,-76,4,48,0,0,0,0,48
40445,-128,1,0,23,1,13,12,1,30,2,2,2,2,30
40446,-32,1,0,23,1,13,12,4,30,0,0,0,0,30
40447,-96,1,0,23,1,13,12,1,30,2,2,2,2,30
40448,96,1,0,23,1,13,8,4,40,0,0,0,0,40
40449,-128,0,1,24,1,13,12,1,30,2,2,2,2,30
40450,-32,0,1,24,1,13,12,4,30,0,0,0,0,30
40451,-96,0,1,24,1,13,12,1,30,2,2,2,2,30
40452,96,0,1,24,1,13,8,4,40,0,0,0,0,40
40453,-128,0,0,20,0,11,12,1,30,2,2,2,2,30
40454,-32,0,0,20,0,11,12,4,30,0,0,0,0,30
40455,-96,0,0,20,0,11,12,1,30,2,2,2,2,30
40456,96,0,0,20,0,11,8,4,40,0,0,0,0,40
40457,-128,0,1,20,0,9,12,1,30,2,2,2,2,30
40458,-32,0,1,20,0,9,12,4,30,0,0,0,0,30
40459,-96,0,1,20,0,9,12,1,30,2,2,2,2,30
40460,96,0,1,20,0,9,8,4,40,0,0,0,0,40
40461,-64,1,1,58,1,19,-28,2,48,2,2,2,2,48
40462,-64,0,0,39,1,13,-28,2,48,2,2,2,2,48
40463,-64,1,1,48,1,11,14,4,56,0,0,0,0,56
40464,-64,0,0,37,1,11,14,4,56,0,0,0,0,56
40465,-64,0,0,77,0,0,14,4,56,0,0,0,0,56
40466,-18,1,0,72,0,11,24,1,48,2,1,2,2,48
40467,-18,0,0,34,0,11,24,1,48,2,1,2,2,48
40468,-18,0,0,31,0,11,24,1,48,2,1,2,2,48
40469,-18,1,0,84,0,0,72,1,48,2,1,2,2,48
40470,-18,1,0,84,0,0,120,1,48,2,1,2,2,48
40471,-18,0,0,57,1,11,72,1,48,2,1,2,2,48
40472,-18,0,0,57,1,11,120,1,48,2,1,2,2,48
40473,-18,0,1,52,1,11,72,1,48,2,1,2,2,48
40474,-18,0,1,52,1,11,120,1,48,2,1,2,2,48
40475,112,1,0,45,1,11,1,1,48,2,2,2,2,48
40476,112,0,1,56,1,11,1,1,48,2,2,2,2,48
40477,0,1,0,28,0,11,18,7,30,0,0,0,0,30
40478,-32,1,0,28,0,11,12,1,48,2,2,2,2,48
40479,0,0,0,19,0,11,18,7,30,0,0,0,0,30
40480,-32,0,0,19,0,11,12,1,48,2,2,2,2,48
40481,0,0,1,30,1,16,18,7,30,0,0,0,0,30
40482,-32,0,1,30,1,16,12,1,48,2,2,2,2,48
40483,-128,1,0,59,0,16,120,2,40,2,2,2,2,40
40484,-96,1,0,38,1,6,8,4,30,0,0,0,0,30
40485,32,1,0,38,1,6,48,4,54,0,0,0,0,54
40486,-96,0,1,48,1,6,8,4,30,0,0,0,0,30
40487,32,0,1,48,1,6,48,4,54,0,0,0,0,54
40488,64,1,1,52,1,12,80,4,48,0,0,0,0,48
40489,96,1,1,52,1,12,60,4,40,0,0,0,0,40
40490,64,0,0,48,1,16,80,4,48,0,0,0,0,48
40491,96,0,0,48,1,16,60,4,40,0,0,0,0,40
40492,64,0,1,24,0,12,80,4,48,0,0,0,0,48
40493,96,0,1,24,0,12,60,4,40,0,0,0,0,40
40494,-96,1,0,60,0,4,12,4,40,0,0,0,0,40
40495,-96,0,0,38,0,16,12,4,40,0,0,0,0,40
40496,-48,1,1,30,1,13,7,1,40,2,1,2,2,40
40497,-48,0,0,26,1,15,7,1,40,2,1,2,2,40
40498,32,1,0,34,0,15,48,1,36,2,2,2,2,36
40499,-64,1,0,67,0,2,2,1,20,2,2,2,2,20
40500,-64,0,0,25,0,13,2,1,20,2,2,2,2,20
40501,64,1,0,29,1,13,24,1,40,2,2,2,2,40
40502,80,1,0,22,0,11,2,1,20,2,2,2,2,20
40503,-96,1,0,40,1,11,6,4,40,0,0,0,0,40
40504,-96,0,1,52,1,2,6,4,40,0,0,0,0,40
40505,-96,0,0,20,0,14,6,4,40,0,0,0,0,40
40506,-128,1,0,24,1,11,24,4,40,0,0,0,0,40
40507,-128,0,1,31,1,9,24,4,40,0,0,0,0,40
40508,96,1,0,25,1,11,48,4,40,0,0,0,0,40
40509,96,0,1,25,1,11,48,4,40,0,0,0,0,40
40510,-18,1,0,48,0,9,120,1,48,2,1,1,2,48
40511,-128,1,0,48,0,9,5,4,48,0,0,0,0,48
40512,-18,0,1,23,0,10,120,1,48,2,1,1,2,48
40513,-128,0,1,23,0,10,5,4,48,0,0,0,0,48
40514,-18,0,1,21,0,8,120,1,48,2,1,1,2,48
40515,-128,0,1,21,0,8,5,4,48,0,0,0,0,48
40516,0,1,1,34,1,11,24,4,40,0,0,0,0,40
40517,0,0,0,30,1,6,24,4,40,0,0,0,0,40
40518,-64,1,0,46,0,4,24,1,40,2,2,2,2,40
40519,-128,1,0,46,0,4,18,1,40,2,2,2,2,40
40520,-64,0,0,30,0,16,24,1,40,2,2,2,2,40
40521,-128,0,0,30,0,16,18,1,40,2,2,2,2,40
40522,-64,0,1,26,0,14,24,1,40,2,2,2,2,40
40523,-128,0,1,26,0,14,18,1,40,2,2,2,2,40
40524,-96,1,0,45,1,13,126,4,40,0,0,0,0,40
40525,-64,1,0,45,1,13,24,4,30,0,0,0,0,30
40526,-96,0,1,46,1,13,126,4,40,0,0,0,0,40
40527,-64,0,1,46,1,13,24,4,30,0,0,0,0,30
40528,-96,0,1,29,0,11,126,4,40,0,0,0,0,40
40529,-64,0,1,29,0,11,24,4,30,0,0,0,0,30
40530,64,1,1,28,1,12,2,1,40,2,2,2,2,40
40531,-32,1,0,47,1,12,-100,2,40,2,2,2,2,40
40532,-128,1,0,30,0,12,24,1,40,2,2,2,2,40
40533,96,1,0,30,1,15,60,4,40,0,0,0,0,40
40534,96,0,0,59,0,0,60,4,40,0,0,0,0,40
40535,-16,1,0,39,1,12,60,4,48,0,0,0,0,48
40536,0,1,0,39,1,12,2,4,48,0,0,0,0,48
40537,-16,0,1,48,1,5,60,4,48,0,0,0,0,48
40538,0,0,1,48,1,5,2,4,48,0,0,0,0,48
40539,-16,0,0,21,0,11,60,4,48,0,0,0,0,48
40540,0,0,0,21,0,11,2,4,48,0,0,0,0,48
40541,-18,1,1,71,1,5,44,1,48,2,1,2,2,48
40542,-18,0,0,71,1,5,44,1,48,2,1,2,2,48
40543,-64,0,0,71,1,5,6,4,48,0,0,0,0,48
40544,-18,0,0,44,0,16,44,1,48,2,1,2,2,48
40545,-64,0,0,44,0,16,6,4,48,0,0,0,0,48
40546,-18,0,1,42,1,12,44,1,48,2,1,2,2,48
40547,-64,0,1,42,1,12,6,4,48,0,0,0,0,48
40548,-18,0,0,41,1,14,44,1,48,2,1,2,2,48
40549,-64,0,0,41,1,14,6,4,48,0,0,0,0,48
40550,-96,1,0,56,1,16,8,2,30,2,2,2,2,30
40551,-96,1,0,56,1,16,104,4,40,0,0,0,0,40
40552,-64,1,0,56,1,16,72,4,20,0,0,0,0,20
40553,0,1,0,56,1,16,3,4,48,0,0,0,0,48
40554,-96,0,1,55,1,14,8,2,30,2,2,2,2,30
40555,-96,0,1,55,1,14,104,4,40,0,0,0,0,40
40556,-64,0,1,55,1,14,72,4,20,0,0,0,0,20
40557,0,0,1,55,1,14,3,4,48,0,0,0,0,48
40558,-96,0,0,28,0,16,8,2,30,2,2,2,2,30
40559,-96,0,0,28,0,16,104,4,40,0,0,0,0,40
40560,-64,0,0,28,0,16,72,4,20,0,0,0,0,20
40561,0,0,0,28,0,16,3,4,48,0,0,0,0,48
40562,-96,0,1,21,0,15,8,2,30,2,2,2,2,30
40563,-96,0,1,21,0,15,104,4,40,0,0,0,0,40
40564,-64,0,1,21,0,15,72,4,20,0,0,0,0,20
40565,0,0,1,21,0,15,3,4,48,0,0,0,0,48
40566,-96,0,0,19,0,9,8,2,30,2,2,2,2,30
40567,-96,0,0,19,0,9,104,4,40,0,0,0,0,40
40568,-64,0,0,19,0,9,72,4,20,0,0,0,0,20
40569,0,0,0,19,0,9,3,4,48,0,0,0,0,48
40570,0,1,1,32,0,11,2,4,48,0,0,0,0,48
40571,-32,1,0,67,0,16,6,4,56,0,0,0,0,56
40572,-32,0,1,39,0,11,6,4,56,0,0,0,0,56
40573,-128,1,1,46,1,16,24,1,48,2,2,2,2,48
40574,-128,1,0,52,1,17,-34,2,30,2,2,2,2,30
40575,-128,0,1,51,1,16,-34,2,30,2,2,2,2,30
40576,-32,1,0,38,0,16,108,4,48,0,0,0,0,48
40577,32,1,1,33,0,16,60,4,40,0,0,0,0,40
40578,0,1,1,86,0,3,60,4,48,0,0,0,0,48
40579,0,0,0,58,0,11,60,4,48,0,0,0,0,48
40580,0,0,1,20,0,12,60,4,48,0,0,0,0,48
40581,0,0,1,35,0,11,60,4,48,0,0,0,0,48
40582,96,1,1,44,1,17,126,1,40,2,2,2,2,40
40583,96,0,0,51,1,16,126,1,40,2,2,2,2,40
40584,96,0,1,27,0,18,126,1,40,2,2,2,2,40
40585,96,0,0,24,0,17,126,1,40,2,2,2,2,40
40586,96,0,1,20,0,14,126,1,40,2,2,2,2,40
40587,-48,1,1,42,1,17,60,4,48,0,0,0,0,48
40588,-64,1,0,28,1,19,7,4,40,0,0,0,0,40
40589,-64,1,0,28,1,19,120,2,36,2,2,2,2,36
40590,-64,0,1,41,1,16,7,4,40,0,0,0,0,40
40591,-64,0,1,41,1,16,120,2,36,2,2,2,2,36
40592,-96,1,0,48,0,14,-64,1,48,2,1,2,2,48
40593,-64,1,0,45,0,11,24,4,30,0,0,0,0,30
40594,-64,1,0,31,0,17,37,1,48,2,2,2,2,48
40595,-64,0,1,67,0,5,37,1,48,2,2,2,2,48
40596,-64,1,0,46,0,13,96,4,40,0,0,0,0,40
40597,32,1,0,58,0,5,-16,4,48,0,0,0,0,48
40598,32,0,0,42,0,14,-16,4,48,0,0,0,0,48
40599,64,1,1,59,1,11,-16,4,45,0,0,0,0,45
40600,64,0,0,62,1,16,-16,4,45,0,0,0,0,45
40601,64,0,1,32,0,16,-16,4,45,0,0,0,0,45
40602,64,1,1,42,1,16,-104,1,48,2,2,1,2,48
40603,64,0,0,45,1,16,-104,1,48,2,2,1,2,48
40604,-96,1,1,32,0,16,120,1,48,2,2,2,2,48
40605,-96,0,0,58,0,11,120,1,48,2,2,2,2,48
40606,-32,1,1,40,1,16,-106,1,45,2,2,2,2,45
40607,-32,0,0,43,1,16,-106,1,45,2,2,2,2,45
40608,-48,1,1,31,1,16,108,1,45,2,2,2,2,45
40609,-128,1,1,31,1,16,24,1,45,2,1,1,2,45
40610,-48,0,0,30,1,16,108,1,45,2,2,2,2,45
40611,-128,0,0,30,1,16,24,1,45,2,1,1,2,45
40612,-32,1,1,49,1,16,38,2,50,2,2,2,2,50
40613,-44,1,1,49,1,16,12,1,50,2,1,2,2,50
40614,-32,0,0,30,1,15,38,2,50,2,2,2,2,50
40615,-44,0,0,30,1,15,12,1,50,2,1,2,2,50
40616,-32,0,1,21,0,12,38,2,50,2,2,2,2,50
40617,-44,0,1,21,0,12,12,1,50,2,1,2,2,50
40618,-8,1,0,51,1,11,12,4,24,0,0,0,0,24
40619,0,1,0,51,1,11,24,4,60,0,0,0,0,60
40620,-8,0,1,42,1,15,12,4,24,0,0,0,0,24
40621,0,0,1,42,1,15,24,4,60,0,0,0,0,60
40622,-8,0,1,28,0,16,12,4,24,0,0,0,0,24
40623,0,0,1,28,0,16,24,4,60,0,0,0,0,60
40624,64,1,1,77,0,5,64,4,48,0,0,0,0,48
40625,64,0,0,40,0,14,64,4,48,0,0,0,0,48
40626,-96,1,0,64,0,9,4,1,45,2,2,2,2,45
40627,-96,0,0,37,0,11,4,1,45,2,2,2,2,45
40628,-128,1,0,37,0,16,60,4,45,0,0,0,0,45
40629,64,1,1,23,0,13,26,4,48,0,0,0,0,48
40630,0,1,1,61,1,16,104,2,45,2,2,2,2,45
40631,0,0,0,55,1,11,104,2,45,2,2,2,2,45
40632,0,0,1,30,0,16,104,2,45,2,2,2,2,45
40633,112,1,1,44,1,9,36,1,48,2,1,1,2,48
40634,112,0,0,46,1,12,36,1,48,2,1,1,2,48
40635,32,1,0,22,0,14,6,1,48,2,1,2,2,48
40636,32,1,1,56,1,7,8,4,40,0,0,0,0,40
40637,32,0,0,50,1,11,8,4,40,0,0,0,0,40
40638,-32,1,1,57,1,2,9,1,48,2,1,2,2,48
40639,-32,0,0,59,1,9,9,1,48,2,1,2,2,48
40640,-32,0,1,33,0,13,9,1,48,2,1,2,2,48
40641,80,1,0,56,0,8,124,4,48,0,0,0,0,48
40642,-128,1,1,34,1,11,36,4,40,0,0,0,0,40
40643,-128,0,0,34,1,8,36,4,40,0,0,0,0,40
40644,-64,1,1,39,1,9,24,1,48,2,2,2,2,48
40645,-64,0,0,28,1,13,24,1,48,2,2,2,2,48
40646,-18,1,0,33,1,14,24,4,48,0,0,0,0,48
40647,-18,0,1,38,1,13,24,4,48,0,0,0,0,48
